1.8981006	2.1691675e9	-1.0238857e9	1.1034701e9
2.5609345	4.1238575e9	-1.6065053e9	1.3916231e9
3.1761022	6.3544269e9	-1.4741632e9	1.5569674e9
3.8872671	9.6365652e9	-1.7763436e9	1.4788209e9
4.7872558	1.4485420e10	-2.1952736e9	1.8151762e9
6.1884422	2.3644431e10	-3.3419039e9	2.2426500e9
7.7156200	3.5627909e10	-4.3120642e9	1.8222612e9
8.9847775	4.6212516e10	-4.9594326e9	2.8713944e9
11.1260939	6.1537213e10	-4.2888436e9	6.9306288e9
13.6662903	8.4157839e10	-5.4603038e9	1.1289272e10
18.8983727	1.3940428e11	-2.1864293e10	2.2212181e10
21.5860100	1.6562022e11	-2.6488111e10	3.0332453e10
